trial,block,pair_id,stratum,ratio,f1,f2,phase_offset,timebase_s,vpp_ch1,vrms_ch1,vpp_ch2,vrms_ch2,vpp_ch3,vrms_ch3,rsp_db,crest_factor,spectral_flatness,envelope_regularity,xcorr_peak,phase_coherence,wf_points,sample_rate,timestamp
308,2,NC2,NC,9:6,6123.7,4082.5,135.0,0.0002,0.632,0.3959486,0.64,0.38512,0.536,0.3743619,-28.5331,1.5614,0.005627,0.2889,0.8526,0.7894,1200,500000.0,2026-09-18T18:38:12.894691
309,2,NC2,NC,9:6,6123.7,4082.5,180.0,0.0002,0.648,0.3969065,0.6720001,0.3936237,0.592,0.3771497,-33.2651,1.6972,0.001178,0.301,0.8369,0.7401,1200,500000.0,2026-09-18T18:38:20.970028
310,2,NC2,NC,9:6,6123.7,4082.5,225.0,0.0002,0.584,0.4046203,0.152,0.4282794,0.32,0.4056104,-31.7234,1.3612,0.006083,0.2348,0.9117,0.8618,1200,500000.0,2026-09-18T18:38:29.327467
311,2,NC2,NC,9:6,6123.7,4082.5,270.0,0.0002,0.648,0.3968518,0.656,0.3988874,0.5840001,0.3793567,-33.0079,1.6676,0.001427,0.3037,0.8327,0.7431,1200,500000.0,2026-09-18T18:38:37.588977
312,2,NC2,NC,9:6,6123.7,4082.5,315.0,0.0002,0.584,0.3891224,0.152,0.3487685,0.32,0.3589102,-31.4762,1.4035,0.004657,0.2657,0.9108,0.8551,1200,500000.0,2026-09-18T18:38:45.859428
313,2,PC2,PC,11:8,5863.0,4264.0,0.0,0.0002,0.584,0.3520005,0.152,0.05570155,0.32,0.1998647,-27.5804,1.6426,0.002268,0.3698,0.8298,0.7028,1200,500000.0,2026-09-18T18:38:54.010058
314,2,PC2,PC,11:8,5863.0,4264.0,45.0,0.0002,0.664,0.3936533,0.68,0.4001742,0.608,0.378875,-32.3388,1.7115,0.001796,0.2831,0.8374,0.7431,1200,500000.0,2026-09-18T18:39:02.295303
315,2,PC2,PC,11:8,5863.0,4264.0,90.0,0.0002,0.664,0.3940316,0.68,0.398064,0.608,0.3782773,-32.4993,1.7127,0.001859,0.2921,0.8418,0.7464,1200,500000.0,2026-09-18T18:39:10.498242
316,2,PC2,PC,11:8,5863.0,4264.0,135.0,0.0002,0.664,0.393876,0.68,0.3982259,0.608,0.3776849,-32.115,1.7133,0.002275,0.3038,0.8365,0.7434,1200,500000.0,2026-09-18T18:39:18.359422
317,2,PC2,PC,11:8,5863.0,4264.0,180.0,0.0002,0.64,0.3931454,0.656,0.3791153,0.592,0.3707456,-30.384,1.7257,0.001952,0.2851,0.8573,0.7734,1200,500000.0,2026-09-18T18:39:27.106337
318,2,PC2,PC,11:8,5863.0,4264.0,225.0,0.0002,0.584,0.3925166,0.16,0.3495954,0.32,0.3613641,-33.409,1.3934,0.001828,0.2626,0.912,0.856,1200,500000.0,2026-09-18T18:39:35.371098
319,2,PC2,PC,11:8,5863.0,4264.0,270.0,0.0002,0.584,0.3519759,0.152,0.05558085,0.32,0.1999441,-27.6868,1.6428,0.001844,0.3664,0.8352,0.6969,1200,500000.0,2026-09-18T18:39:43.376922
320,2,PC2,PC,11:8,5863.0,4264.0,315.0,0.0002,0.656,0.3933778,0.672,0.3938984,0.608,0.3753029,-32.9952,1.7273,0.001383,0.3206,0.8374,0.7417,1200,500000.0,2026-09-18T18:39:51.538120
321,2,PC6,PC,13:4,9013.9,2773.5,0.0,0.0001,0.576,0.3464541,0.152,0.05669327,0.32,0.1980942,-27.4537,1.6532,0.003442,0.3817,0.8395,0.6777,1200,1000000.0,2026-09-18T18:40:00.169687
322,2,PC6,PC,13:4,9013.9,2773.5,45.0,0.0001,0.64,0.3910274,0.664,0.4101796,0.6,0.3826127,-28.8458,1.6916,0.00476,0.3456,0.8416,0.7409,1200,1000000.0,2026-09-18T18:40:08.526998
323,2,PC6,PC,13:4,9013.9,2773.5,90.0,0.0001,0.632,0.394935,0.624,0.392157,0.568,0.3757341,-32.6292,1.6847,0.001106,0.2948,0.8431,0.7537,1200,1000000.0,2026-09-18T18:40:16.770766
324,2,PC6,PC,13:4,9013.9,2773.5,135.0,0.0001,0.64,0.3953964,0.664,0.3963754,0.6,0.3782644,-33.8432,1.714,0.001264,0.2924,0.8417,0.7479,1200,1000000.0,2026-09-18T18:40:24.730465
325,2,PC6,PC,13:4,9013.9,2773.5,180.0,0.0001,0.64,0.3944679,0.672,0.3965049,0.608,0.3767224,-33.0771,1.7227,0.00187,0.3034,0.8293,0.745,1200,1000000.0,2026-09-18T18:40:33.337461
326,2,PC6,PC,13:4,9013.9,2773.5,225.0,0.0001,0.576,0.3857202,0.168,0.3489319,0.312,0.3575779,-33.3117,1.408,0.003116,0.2647,0.9101,0.8603,1200,1000000.0,2026-09-18T18:40:41.395863
327,2,PC6,PC,13:4,9013.9,2773.5,270.0,0.0001,0.64,0.3967997,0.6720001,0.4092985,0.608,0.3859686,-29.4537,1.6797,0.00446,0.3308,0.8486,0.7777,1200,1000000.0,2026-09-18T18:40:49.434606
328,2,PC6,PC,13:4,9013.9,2773.5,315.0,0.0001,0.576,0.3853657,0.208,0.3507752,0.328,0.3571399,-30.4158,1.432,0.004261,0.2701,0.9021,0.851,1200,1000000.0,2026-09-18T18:40:57.599143
329,2,CC3,CC,9:4,7500.0,3333.3,0.0,0.0001,0.648,0.3918451,0.68,0.3971866,0.6,0.3759173,-34.5666,1.7245,0.000989,0.3344,0.8333,0.7456,1200,1000000.0,2026-09-18T18:41:05.891202
330,2,CC3,CC,9:4,7500.0,3333.3,45.0,0.0001,0.576,0.390593,0.152,0.3490002,0.32,0.3599215,-34.8044,1.3992,0.001078,0.2651,0.9118,0.86,1200,1000000.0,2026-09-18T18:41:14.118126
331,2,CC3,CC,9:4,7500.0,3333.3,90.0,0.0001,0.584,0.3901771,0.192,0.3513752,0.328,0.3602089,-30.6888,1.4194,0.002792,0.2753,0.9024,0.8513,1200,1000000.0,2026-09-18T18:41:22.344962
332,2,CC3,CC,9:4,7500.0,3333.3,135.0,0.0001,0.64,0.3924188,0.664,0.3971639,0.6,0.3761807,-34.6619,1.7249,0.000994,0.34,0.8329,0.7409,1200,1000000.0,2026-09-18T18:41:30.612269
333,2,CC3,CC,9:4,7500.0,3333.3,180.0,0.0001,0.576,0.390164,0.152,0.3494676,0.32,0.3600189,-34.6758,1.3978,0.001417,0.2713,0.912,0.8628,1200,1000000.0,2026-09-18T18:41:39.375795
334,2,CC3,CC,9:4,7500.0,3333.3,225.0,0.0001,0.92,0.560798,nan,nan,nan,nan,-10.7459,1.2549,0.003627,0.2983,0.9336,0.9002,1200,1000000.0,2026-09-18T18:41:47.397407
335,2,CC3,CC,9:4,7500.0,3333.3,270.0,0.0001,0.576,0.3906638,0.152,0.348965,0.32,0.3602197,-34.702,1.3983,0.001241,0.2661,0.9121,0.8599,1200,1000000.0,2026-09-18T18:41:55.343122
336,2,CC3,CC,9:4,7500.0,3333.3,315.0,0.0001,0.584,0.390403,0.152,0.3488269,0.32,0.3600222,-34.7911,1.3978,0.001252,0.2675,0.9117,0.8606,1200,1000000.0,2026-09-18T18:42:03.656244
337,2,CC7,CC,36:25,6000.0,4166.7,0.0,0.0002,0.584,0.3485104,0.152,0.05522735,0.32,0.1977568,-25.726,1.6599,0.004586,0.373,0.8287,0.6882,1200,500000.0,2026-09-18T18:42:11.961829
338,2,CC7,CC,36:25,6000.0,4166.7,45.0,0.0002,0.584,0.3491301,0.152,0.05773379,0.32,0.1995373,-25.5342,1.6449,0.005085,0.3758,0.8472,0.7129,1200,500000.0,2026-09-18T18:42:20.212704
339,2,CC7,CC,36:25,6000.0,4166.7,90.0,0.0002,0.592,0.3889181,0.16,0.3489758,0.32,0.3587224,-31.1566,1.4056,0.005226,0.2667,0.91,0.8551,1200,500000.0,2026-09-18T18:42:28.573771
340,2,CC7,CC,36:25,6000.0,4166.7,135.0,0.0002,0.584,0.3896277,0.248,0.3554369,0.352,0.3599507,-24.5582,1.445,0.013566,0.2719,0.8891,0.8335,1200,500000.0,2026-09-18T18:42:36.531679
341,2,CC7,CC,36:25,6000.0,4166.7,180.0,0.0002,0.648,0.3972405,0.68,0.3968697,0.608,0.3771294,-32.9074,1.7198,0.001653,0.2869,0.8202,0.7312,1200,500000.0,2026-09-18T18:42:44.733419
342,2,CC7,CC,36:25,6000.0,4166.7,225.0,0.0002,0.624,0.394812,0.56,0.3821075,0.528,0.3711725,-15.8329,1.6382,0.002627,0.2677,0.8485,0.7846,1200,500000.0,2026-09-18T18:42:52.771561
343,2,CC7,CC,36:25,6000.0,4166.7,270.0,0.0002,0.584,0.3936071,0.152,0.3495724,0.32,0.3619365,-29.6902,1.3922,0.007978,0.2595,0.9132,0.8597,1200,500000.0,2026-09-18T18:43:00.933916
344,2,CC7,CC,36:25,6000.0,4166.7,315.0,0.0002,0.664,0.3974297,0.68,0.3974978,0.608,0.3785307,-32.7263,1.7121,0.001555,0.3113,0.8309,0.7319,1200,500000.0,2026-09-18T18:43:09.358472
345,2,IR3,IR,e/2:1,5829.1,4288.8,0.0,0.0002,0.592,0.3914775,0.176,0.3500698,0.32,0.3603962,-32.8066,1.3968,0.001169,0.2768,0.9088,0.8537,1200,500000.0,2026-09-18T18:43:17.577294
346,2,IR3,IR,e/2:1,5829.1,4288.8,45.0,0.0002,0.584,0.3931665,0.248,0.3560289,0.352,0.3621194,-25.2631,1.437,0.003921,0.2705,0.8916,0.8351,1200,500000.0,2026-09-18T18:43:25.809978
347,2,IR3,IR,e/2:1,5829.1,4288.8,90.0,0.0002,0.592,0.3927256,0.16,0.3490806,0.32,0.3610511,-33.6138,1.397,0.001242,0.2644,0.9125,0.8572,1200,500000.0,2026-09-18T18:43:34.008783
348,2,IR3,IR,e/2:1,5829.1,4288.8,135.0,0.0002,0.584,0.3532328,0.16,0.05820825,0.32,0.2018099,-28.0391,1.6277,0.001243,0.3594,0.8468,0.712,1200,500000.0,2026-09-18T18:43:42.634913
349,2,IR3,IR,e/2:1,5829.1,4288.8,180.0,0.0002,1.002,0.5915666,nan,nan,nan,nan,-20.8758,1.3504,0.004813,0.5574,0.9287,0.8778,1200,500000.0,2026-09-18T18:43:50.729847
350,2,IR3,IR,e/2:1,5829.1,4288.8,225.0,0.0002,0.584,0.391461,0.192,0.3514751,0.336,0.3608132,-30.0118,1.4174,0.002653,0.2717,0.9049,0.8509,1200,500000.0,2026-09-18T18:43:59.464492
351,2,IR3,IR,e/2:1,5829.1,4288.8,270.0,0.0002,0.664,0.3929919,0.68,0.3938265,0.6,0.3737077,-30.6923,1.7358,0.003526,0.3023,0.8219,0.7185,1200,500000.0,2026-09-18T18:44:07.705286
352,2,IR3,IR,e/2:1,5829.1,4288.8,315.0,0.0002,0.584,0.3928777,0.152,0.3496414,0.32,0.3613145,-33.5624,1.396,0.001068,0.2596,0.9117,0.8551,1200,500000.0,2026-09-18T18:44:15.892918
353,2,PP7,PP,5:2,7905.7,3162.3,0.0,0.0001,0.576,0.3986183,0.152,0.3506555,0.32,0.3652213,-33.2755,1.3801,0.002659,0.2621,0.9158,0.8649,1200,1000000.0,2026-09-18T18:44:23.945474
354,2,PP7,PP,5:2,7905.7,3162.3,45.0,0.0001,0.576,0.3841011,0.152,0.3477888,0.32,0.3560291,-32.4566,1.4159,0.003502,0.2727,0.9084,0.8601,1200,1000000.0,2026-09-18T18:44:32.443352
355,2,PP7,PP,5:2,7905.7,3162.3,90.0,0.0001,0.64,0.3950896,0.664,0.3988029,0.6,0.3777171,-25.5739,1.6938,0.009177,0.3306,0.8286,0.7521,1200,1000000.0,2026-09-18T18:44:40.861451
356,2,PP7,PP,5:2,7905.7,3162.3,135.0,0.0001,0.576,0.3833737,0.152,0.347544,0.32,0.3557027,-33.1138,1.4172,0.002839,0.2748,0.9075,0.8584,1200,1000000.0,2026-09-18T18:44:48.955337
357,2,PP7,PP,5:2,7905.7,3162.3,180.0,0.0001,0.648,0.3983282,0.672,0.3980702,0.6,0.3793942,-28.0265,1.6866,0.005659,0.3421,0.8326,0.7535,1200,1000000.0,2026-09-18T18:44:57.208216
358,2,PP7,PP,5:2,7905.7,3162.3,225.0,0.0001,0.616,0.3984099,0.56,0.3813284,0.528,0.3735745,-15.929,1.6277,0.00248,0.2866,0.8537,0.7837,1200,1000000.0,2026-09-18T18:45:05.162218
359,2,PP7,PP,5:2,7905.7,3162.3,270.0,0.0001,0.576,0.3923159,0.152,0.3488106,0.32,0.3610127,-28.1405,1.3958,0.009425,0.2626,0.913,0.8632,1200,1000000.0,2026-09-18T18:45:13.196783
360,2,PP7,PP,5:2,7905.7,3162.3,315.0,0.0001,0.624,0.3987525,0.624,0.3892305,0.552,0.376144,-19.011,1.5957,0.001838,0.2231,0.8411,0.7938,1200,1000000.0,2026-09-18T18:45:21.499646
361,2,IR2,IR,φ:1,6360.1,3930.8,0.0,0.0001,0.576,0.3953811,0.152,0.3502253,0.32,0.3631415,-29.179,1.3881,0.008268,0.2742,0.9118,0.8611,1200,1000000.0,2026-09-18T18:45:30.241757
362,2,IR2,IR,φ:1,6360.1,3930.8,45.0,0.0001,0.632,0.3930428,0.56,0.380746,0.528,0.369713,-15.843,1.6435,0.00492,0.2965,0.8448,0.7748,1200,1000000.0,2026-09-18T18:45:38.515814
363,2,IR2,IR,φ:1,6360.1,3930.8,90.0,0.0001,0.6,0.3891279,0.456,0.3672731,0.48,0.3636409,-18.3922,1.6054,0.00317,0.2868,0.869,0.8086,1200,1000000.0,2026-09-18T18:45:46.575953
364,2,IR2,IR,φ:1,6360.1,3930.8,135.0,0.0001,0.64,0.4011874,0.6720001,0.3989229,0.584,0.3832437,-28.3758,1.6912,0.004769,0.3235,0.8534,0.7482,1200,1000000.0,2026-09-18T18:45:55.129055
365,2,IR2,IR,φ:1,6360.1,3930.8,180.0,0.0001,0.656,0.3985414,0.672,0.3999164,0.608,0.3805492,-26.6199,1.7032,0.007695,0.339,0.8302,0.7487,1200,1000000.0,2026-09-18T18:46:03.540182
366,2,IR2,IR,φ:1,6360.1,3930.8,225.0,0.0001,0.584,0.3844096,0.2,0.3501467,0.336,0.3562537,-28.7662,1.4366,0.008248,0.2809,0.8987,0.8475,1200,1000000.0,2026-09-18T18:46:12.257597
367,2,IR2,IR,φ:1,6360.1,3930.8,270.0,0.0001,0.648,0.3802635,0.688,0.3809687,0.6,0.3610286,-32.7822,1.7703,0.002019,0.3358,0.8163,0.7419,1200,1000000.0,2026-09-18T18:46:20.645029
368,2,IR2,IR,φ:1,6360.1,3930.8,315.0,0.0001,0.64,0.401598,0.656,0.4053436,0.608,0.3850896,-32.3574,1.6844,0.002584,0.3255,0.8354,0.7477,1200,1000000.0,2026-09-18T18:46:28.831459
369,2,CC2,CC,25:16,6250.0,4000.0,0.0,0.0002,0.584,0.3525412,0.152,0.0581098,0.32,0.2018385,-27.747,1.6259,0.000969,0.3744,0.8452,0.7111,1200,500000.0,2026-09-18T18:46:37.356648
370,2,CC2,CC,25:16,6250.0,4000.0,45.0,0.0002,0.64,0.3919873,0.6720001,0.3911049,0.608,0.3720158,-30.7979,1.741,0.003218,0.3143,0.8211,0.73,1200,500000.0,2026-09-18T18:46:45.340007
371,2,CC2,CC,25:16,6250.0,4000.0,90.0,0.0002,0.648,0.3947413,0.688,0.3984935,0.608,0.3790758,-30.0142,1.7101,0.003837,0.311,0.8435,0.7518,1200,500000.0,2026-09-18T18:46:53.260424
372,2,CC2,CC,25:16,6250.0,4000.0,135.0,0.0002,0.64,0.3931486,0.624,0.3894215,0.592,0.3726544,-14.4247,1.7172,0.001785,0.2696,0.836,0.7495,1200,500000.0,2026-09-18T18:47:01.336132
373,2,CC2,CC,25:16,6250.0,4000.0,180.0,0.0002,0.64,0.3920215,0.632,0.3893219,0.584,0.3719082,-14.4285,1.7173,0.001727,0.2736,0.8331,0.7457,1200,500000.0,2026-09-18T18:47:09.737839
374,2,CC2,CC,25:16,6250.0,4000.0,225.0,0.0002,0.64,0.3924548,0.68,0.3899076,0.608,0.3720722,-32.3216,1.743,0.001994,0.3192,0.8266,0.7285,1200,500000.0,2026-09-18T18:47:18.175750
375,2,CC2,CC,25:16,6250.0,4000.0,270.0,0.0002,0.648,0.3917058,0.688,0.3896703,0.608,0.3727812,-32.4553,1.7355,0.001685,0.3114,0.8377,0.7422,1200,500000.0,2026-09-18T18:47:26.827853
376,2,CC2,CC,25:16,6250.0,4000.0,315.0,0.0002,0.648,0.3943018,0.6720001,0.4029008,0.608,0.3805152,-31.8846,1.7026,0.00234,0.2998,0.8398,0.7409,1200,500000.0,2026-09-18T18:47:35.502124
377,2,PP2,PP,5:3,6455.0,3873.0,0.0,0.0001,0.648,0.3907875,0.68,0.3863251,0.608,0.3692104,-34.5519,1.7546,0.001587,0.3661,0.8196,0.7178,1200,1000000.0,2026-09-18T18:47:43.894200
378,2,PP2,PP,5:3,6455.0,3873.0,45.0,0.0001,0.584,0.3885806,0.208,0.351035,0.336,0.3587823,-28.5984,1.4264,0.008182,0.2819,0.8999,0.8472,1200,1000000.0,2026-09-18T18:47:52.311122
379,2,PP2,PP,5:3,6455.0,3873.0,90.0,0.0001,0.584,0.3836326,0.152,0.3476913,0.32,0.3559364,-34.1081,1.4147,0.0025,0.2754,0.9093,0.8578,1200,1000000.0,2026-09-18T18:48:00.789696
380,2,PP2,PP,5:3,6455.0,3873.0,135.0,0.0001,0.656,0.394015,0.68,0.4015305,0.608,0.3791319,-26.3767,1.7091,0.00778,0.3254,0.8353,0.7397,1200,1000000.0,2026-09-18T18:48:08.883096
381,2,PP2,PP,5:3,6455.0,3873.0,180.0,0.0001,0.584,0.3939129,0.152,0.3497579,0.32,0.3622735,-30.4015,1.3915,0.006449,0.2678,0.9109,0.8586,1200,1000000.0,2026-09-18T18:48:17.361358
382,2,PP2,PP,5:3,6455.0,3873.0,225.0,0.0001,0.576,0.3957449,0.152,0.3497147,0.32,0.3630439,-30.8196,1.3888,0.005939,0.2725,0.9126,0.8616,1200,1000000.0,2026-09-18T18:48:25.108061
383,2,PP2,PP,5:3,6455.0,3873.0,270.0,0.0001,0.632,0.3856035,0.632,0.388702,0.576,0.3697418,-14.4787,1.7295,0.00204,0.3053,0.8391,0.7467,1200,1000000.0,2026-09-18T18:48:33.467431
384,2,PP2,PP,5:3,6455.0,3873.0,315.0,0.0001,0.656,0.390697,0.68,0.3858256,0.608,0.3689131,-34.663,1.756,0.001524,0.3611,0.8202,0.7199,1200,1000000.0,2026-09-18T18:48:41.716096
385,2,PP1,PP,3:2,6123.7,4082.5,0.0,0.0002,0.584,0.3961437,0.152,0.3504659,0.32,0.3636172,-32.5621,1.387,0.003173,0.2581,0.9151,0.861,1200,500000.0,2026-09-18T18:48:50.032515
386,2,PP1,PP,3:2,6123.7,4082.5,45.0,0.0002,0.584,0.3906019,0.152,0.3490158,0.32,0.3598172,-30.6048,1.4002,0.005968,0.2639,0.9108,0.855,1200,500000.0,2026-09-18T18:48:58.176860
387,2,PP1,PP,3:2,6123.7,4082.5,90.0,0.0002,0.592,0.3930934,0.344,0.3614254,0.408,0.363329,-21.2775,1.5191,0.01098,0.2606,0.8764,0.819,1200,500000.0,2026-09-18T18:49:06.487296
388,2,PP1,PP,3:2,6123.7,4082.5,135.0,0.0002,0.584,0.3932833,0.336,0.3618025,0.4,0.3634394,-21.3471,1.4967,0.010568,0.2568,0.8794,0.8201,1200,500000.0,2026-09-18T18:49:14.708011
389,2,PP1,PP,3:2,6123.7,4082.5,180.0,0.0002,0.648,0.3894255,0.664,0.3970333,0.608,0.3755813,-32.4974,1.7267,0.0015,0.3248,0.8408,0.7402,1200,500000.0,2026-09-18T18:49:23.434355
390,2,PP1,PP,3:2,6123.7,4082.5,225.0,0.0002,0.624,0.3897564,0.56,0.3810094,0.528,0.3677489,-15.8338,1.651,0.00349,0.2742,0.844,0.7704,1200,500000.0,2026-09-18T18:49:31.678435
391,2,PP1,PP,3:2,6123.7,4082.5,270.0,0.0002,0.64,0.3941294,0.656,0.3908341,0.568,0.3739,-29.5392,1.6246,0.004392,0.3223,0.8311,0.7589,1200,500000.0,2026-09-18T18:49:39.712530
392,2,PP1,PP,3:2,6123.7,4082.5,315.0,0.0002,0.632,0.3964042,0.64,0.3854569,0.544,0.3745842,-30.2315,1.6036,0.002979,0.2789,0.8532,0.7756,1200,500000.0,2026-09-18T18:49:48.262892
393,2,PC1,PC,5:4,5590.2,4472.1,0.0,0.0005,0.632,0.3921899,0.616,0.3952332,0.552,0.3727449,-0.1935,1.6543,0.002548,0.2685,0.8228,0.7059,1200,199999.99999999997,2026-09-18T18:49:56.942544
394,2,PC1,PC,5:4,5590.2,4472.1,45.0,0.0005,0.592,0.3936298,0.248,0.3565316,0.352,0.362038,-0.2037,1.4361,0.015731,0.2659,0.9022,0.8527,1200,199999.99999999997,2026-09-18T18:50:05.284385
395,2,PC1,PC,5:4,5590.2,4472.1,90.0,0.0005,0.592,0.3930896,0.248,0.3565019,0.352,0.3616571,-0.2043,1.4377,0.016304,0.2684,0.9014,0.8482,1200,199999.99999999997,2026-09-18T18:50:13.663478
396,2,PC1,PC,5:4,5590.2,4472.1,135.0,0.0005,0.592,0.3952129,0.256,0.3567271,0.352,0.3630334,-0.2031,1.4324,0.014347,0.2668,0.9025,0.8525,1200,199999.99999999997,2026-09-18T18:50:22.212894
397,2,PC1,PC,5:4,5590.2,4472.1,180.0,0.0005,0.584,0.3913742,0.16,0.349055,0.32,0.3597024,-0.2044,1.4014,0.002926,0.1986,0.9134,0.8553,1200,199999.99999999997,2026-09-18T18:50:30.350230
398,2,PC1,PC,5:4,5590.2,4472.1,225.0,0.0005,0.656,0.3956205,0.68,0.3977425,0.608,0.3778288,-0.4071,1.7147,0.001778,0.2446,0.8344,0.7322,1200,199999.99999999997,2026-09-18T18:50:38.969363
399,2,PC1,PC,5:4,5590.2,4472.1,270.0,0.0005,0.592,0.3913833,0.176,0.3499892,0.32,0.3599915,-0.2039,1.4003,0.00309,0.2069,0.913,0.8559,1200,199999.99999999997,2026-09-18T18:50:47.167570
400,2,PC1,PC,5:4,5590.2,4472.1,315.0,0.0005,0.656,0.3960773,0.68,0.3988659,0.6,0.3772139,-0.3657,1.7196,0.002918,0.251,0.8228,0.7157,1200,199999.99999999997,2026-09-18T18:50:56.013513
401,2,NC1,NC,4:2,7071.1,3535.5,0.0,0.0001,0.584,0.3872472,0.152,0.3482875,0.32,0.3581359,-28.8154,1.4073,0.008777,0.2702,0.91,0.8595,1200,1000000.0,2026-09-18T18:51:04.617467
402,2,NC1,NC,4:2,7071.1,3535.5,45.0,0.0001,0.584,0.3439847,0.16,0.0564056,0.32,0.1966652,-26.4743,1.6685,0.004654,0.4285,0.8379,0.666,1200,1000000.0,2026-09-18T18:51:12.837436
403,2,NC1,NC,4:2,7071.1,3535.5,90.0,0.0001,0.648,0.3857779,0.6720001,0.3950683,0.608,0.3738851,-32.8432,1.7353,0.00166,0.3576,0.8518,0.7612,1200,1000000.0,2026-09-18T18:51:21.025845
404,2,NC1,NC,4:2,7071.1,3535.5,135.0,0.0001,0.616,0.3849882,0.608,0.3958958,0.48,0.3722498,-27.5744,1.7405,0.006378,0.3969,0.8339,0.6897,1200,1000000.0,2026-09-18T18:51:29.333275
405,2,NC1,NC,4:2,7071.1,3535.5,180.0,0.0001,0.616,0.3829626,0.584,0.3722296,0.488,0.3619704,-31.7579,1.4821,0.002146,0.3051,0.8562,0.8517,1200,1000000.0,2026-09-18T18:51:37.756890
406,2,NC1,NC,4:2,7071.1,3535.5,225.0,0.0001,0.584,0.3853256,0.16,0.3482454,0.32,0.3569552,-30.4149,1.4121,0.006863,0.2789,0.9084,0.8587,1200,1000000.0,2026-09-18T18:51:45.863109
407,2,NC1,NC,4:2,7071.1,3535.5,270.0,0.0001,0.576,0.3846986,0.152,0.3484579,0.32,0.3568685,-30.5513,1.4124,0.005983,0.2747,0.9081,0.8575,1200,1000000.0,2026-09-18T18:51:54.476105
408,2,NC1,NC,4:2,7071.1,3535.5,315.0,0.0001,0.576,0.3852612,0.152,0.3482398,0.32,0.357142,-29.6306,1.4112,0.007691,0.2722,0.9081,0.8567,1200,1000000.0,2026-09-18T18:52:02.855102
409,2,PP6,PP,7:3,7637.6,3273.3,0.0,0.0001,0.576,0.3947816,0.2,0.3521458,0.336,0.3628218,-30.4394,1.4096,0.004326,0.2748,0.9037,0.8508,1200,1000000.0,2026-09-18T18:52:10.980350
410,2,PP6,PP,7:3,7637.6,3273.3,45.0,0.0001,0.576,0.3930627,0.152,0.3495738,0.32,0.3620377,-32.9654,1.391,0.003457,0.2681,0.9133,0.8625,1200,1000000.0,2026-09-18T18:52:19.037614
411,2,PP6,PP,7:3,7637.6,3273.3,90.0,0.0001,0.576,0.388916,0.152,0.3490849,0.32,0.3596429,-32.6505,1.4024,0.003712,0.2694,0.9107,0.8606,1200,1000000.0,2026-09-18T18:52:27.354067
412,2,PP6,PP,7:3,7637.6,3273.3,135.0,0.0001,0.656,0.3886526,0.68,0.3909341,0.608,0.3709885,-32.7315,1.7462,0.002397,0.3173,0.8245,0.7493,1200,1000000.0,2026-09-18T18:52:35.691090
413,2,PP6,PP,7:3,7637.6,3273.3,180.0,0.0001,0.648,0.392629,0.672,0.4001534,0.608,0.3783685,-33.3833,1.7139,0.001992,0.3195,0.8401,0.767,1200,1000000.0,2026-09-18T18:52:43.890771
414,2,PP6,PP,7:3,7637.6,3273.3,225.0,0.0001,0.592,0.3897946,0.248,0.3531145,0.352,0.3606362,-26.1668,1.4422,0.006068,0.2684,0.8976,0.8464,1200,1000000.0,2026-09-18T18:52:52.507316
415,2,PP6,PP,7:3,7637.6,3273.3,270.0,0.0001,0.648,0.3955862,0.672,0.391495,0.592,0.3760441,-34.432,1.6971,0.001338,0.3606,0.8417,0.7309,1200,1000000.0,2026-09-18T18:53:01.134276
416,2,PP6,PP,7:3,7637.6,3273.3,315.0,0.0001,0.592,0.389389,0.328,0.3575561,0.4,0.3614316,-22.5603,1.5058,0.006214,0.272,0.8874,0.836,1200,1000000.0,2026-09-18T18:53:09.367931
417,2,PP8,PP,11:3,9574.3,2611.2,0.0,0.0001,0.64,0.3954743,0.672,0.4018804,0.6,0.3804765,-31.0348,1.7046,0.00304,0.3182,0.8361,0.7544,1200,1000000.0,2026-09-18T18:53:18.016243
418,2,PP8,PP,11:3,9574.3,2611.2,45.0,0.0001,0.576,0.3960594,0.152,0.3499129,0.312,0.3637323,-32.1044,1.3857,0.003658,0.2579,0.9165,0.8668,1200,1000000.0,2026-09-18T18:53:26.706264
419,2,PP8,PP,11:3,9574.3,2611.2,90.0,0.0001,0.624,0.3923481,0.624,0.3769129,0.5840001,0.3693557,-27.4126,1.7115,0.006777,0.3101,0.8574,0.7918,1200,1000000.0,2026-09-18T18:53:34.783380
420,2,PP8,PP,11:3,9574.3,2611.2,135.0,0.0001,0.576,0.3845867,0.344,0.3568867,0.4,0.3586098,-22.2242,1.5169,0.004781,0.2676,0.8849,0.8344,1200,1000000.0,2026-09-18T18:53:42.542557
421,2,PP8,PP,11:3,9574.3,2611.2,180.0,0.0001,0.576,0.3838594,0.152,0.3478697,0.312,0.3560483,-31.9455,1.4158,0.003525,0.2661,0.9091,0.8606,1200,1000000.0,2026-09-18T18:53:50.911081
422,2,PP8,PP,11:3,9574.3,2611.2,225.0,0.0001,0.576,0.3839955,0.152,0.3480301,0.312,0.3560303,-32.1809,1.4159,0.003605,0.2648,0.9097,0.8622,1200,1000000.0,2026-09-18T18:53:59.095509
423,2,PP8,PP,11:3,9574.3,2611.2,270.0,0.0001,0.64,0.3890419,0.672,0.412631,0.608,0.3830786,-28.6445,1.6922,0.005175,0.319,0.844,0.768,1200,1000000.0,2026-09-18T18:54:07.357317
