trial,block,pair_id,stratum,ratio,f1,f2,phase_offset,timebase_s,vpp_ch1,vrms_ch1,vpp_ch2,vrms_ch2,vpp_ch3,vrms_ch3,rsp_db,crest_factor,spectral_flatness,envelope_regularity,xcorr_peak,phase_coherence,wf_points,sample_rate,timestamp
616,3,CC5,CC,25:9,8333.3,3000.0,315.0,0.0001,0.576,0.3904816,0.152,0.3493129,0.32,0.3602242,-34.623,1.3986,0.001108,0.2713,0.9124,0.8626,1200,1000000.0,2026-09-18T19:20:46.588410
617,3,IR3,IR,e/2:1,5829.1,4288.8,0.0,0.0002,0.64,0.3932921,0.632,0.3898232,0.592,0.3732753,-14.4283,1.7157,0.002549,0.2794,0.8354,0.7505,1200,500000.0,2026-09-18T19:20:53.875756
618,3,IR3,IR,e/2:1,5829.1,4288.8,45.0,0.0002,0.592,0.39143,0.336,0.36186,0.408,0.3627857,-21.5096,1.5194,0.00351,0.2622,0.8759,0.8181,1200,500000.0,2026-09-18T19:21:01.283203
619,3,IR3,IR,e/2:1,5829.1,4288.8,90.0,0.0002,0.592,0.3928261,0.16,0.3493626,0.32,0.3613468,-33.5456,1.3962,0.001208,0.2559,0.9125,0.8576,1200,500000.0,2026-09-18T19:21:08.746593
620,3,IR3,IR,e/2:1,5829.1,4288.8,135.0,0.0002,0.632,0.3917624,0.56,0.3825247,0.528,0.3693784,-15.8957,1.6434,0.003563,0.2778,0.847,0.7694,1200,500000.0,2026-09-18T19:21:16.328608
621,3,IR3,IR,e/2:1,5829.1,4288.8,180.0,0.0002,0.592,0.3931316,0.248,0.3563903,0.352,0.3623147,-25.1247,1.4369,0.003743,0.2705,0.8919,0.833,1200,500000.0,2026-09-18T19:21:23.573566
622,3,IR3,IR,e/2:1,5829.1,4288.8,225.0,0.0002,0.664,0.3936593,0.68,0.3937567,0.608,0.3760022,-31.2741,1.7246,0.002745,0.312,0.8399,0.7402,1200,500000.0,2026-09-18T19:21:31.112254
623,3,IR3,IR,e/2:1,5829.1,4288.8,270.0,0.0002,0.592,0.3526928,0.152,0.05577403,0.32,0.2001527,-27.875,1.6411,0.001109,0.361,0.8322,0.6917,1200,500000.0,2026-09-18T19:21:38.470260
624,3,IR3,IR,e/2:1,5829.1,4288.8,315.0,0.0002,0.592,0.3926963,0.152,0.3492154,0.32,0.3611887,-33.5764,1.397,0.00106,0.2595,0.9126,0.8569,1200,500000.0,2026-09-18T19:21:45.933450
625,3,PC6,PC,13:4,9013.9,2773.5,0.0,0.0001,0.576,0.3880165,0.152,0.3487359,0.312,0.3589302,-32.0682,1.4034,0.004196,0.267,0.9108,0.8587,1200,1000000.0,2026-09-18T19:21:53.577288
626,3,PC6,PC,13:4,9013.9,2773.5,45.0,0.0001,0.576,0.3934771,0.336,0.3584521,0.4,0.3640137,-22.6358,1.4958,0.003865,0.2663,0.8898,0.838,1200,1000000.0,2026-09-18T19:22:01.234478
627,3,PC6,PC,13:4,9013.9,2773.5,90.0,0.0001,0.576,0.3529832,0.152,0.05728717,0.32,0.2017423,-26.3921,1.6272,0.004122,0.3907,0.847,0.6869,1200,1000000.0,2026-09-18T19:22:08.592683
628,3,PC6,PC,13:4,9013.9,2773.5,135.0,0.0001,0.576,0.3872251,0.152,0.3482901,0.32,0.3581587,-32.7134,1.406,0.003358,0.263,0.9108,0.8594,1200,1000000.0,2026-09-18T19:22:15.949566
629,3,PC6,PC,13:4,9013.9,2773.5,180.0,0.0001,0.504,0.3812721,0.536,0.3815354,0.176,0.3457879,-33.8888,1.2497,0.051795,0.0868,0.9711,0.5872,1200,1000000.0,2026-09-18T19:22:23.433689
630,3,PC6,PC,13:4,9013.9,2773.5,225.0,0.0001,0.576,0.3894893,0.152,0.3492022,0.312,0.3596903,-31.6879,1.4009,0.004629,0.2623,0.9115,0.8597,1200,1000000.0,2026-09-18T19:22:30.929098
631,3,PC6,PC,13:4,9013.9,2773.5,270.0,0.0001,0.568,0.3504031,0.152,0.05475149,0.32,0.1990194,-25.9818,1.6482,0.004685,0.3813,0.8298,0.6613,1200,1000000.0,2026-09-18T19:22:38.217085
632,3,PC6,PC,13:4,9013.9,2773.5,315.0,0.0001,0.64,0.3945424,0.656,0.3940108,0.6,0.376283,-32.0707,1.7236,0.002887,0.3401,0.834,0.7425,1200,1000000.0,2026-09-18T19:22:45.821605
633,3,PP2,PP,5:3,6455.0,3873.0,0.0,0.0001,0.64,0.3877638,0.656,0.3823059,0.592,0.3670053,-27.6698,1.7419,0.005933,0.3371,0.83,0.7576,1200,1000000.0,2026-09-18T19:22:53.098627
634,3,PP2,PP,5:3,6455.0,3873.0,45.0,0.0001,0.64,0.3950518,0.64,0.3810163,0.576,0.3694384,-31.0425,1.7108,0.00324,0.3547,0.8295,0.7284,1200,1000000.0,2026-09-18T19:23:00.590723
635,3,PP2,PP,5:3,6455.0,3873.0,90.0,0.0001,0.576,0.3836693,0.152,0.3480527,0.32,0.356221,-34.143,1.4135,0.002524,0.274,0.9088,0.8593,1200,1000000.0,2026-09-18T19:23:07.954950
636,3,PP2,PP,5:3,6455.0,3873.0,135.0,0.0001,0.648,0.382847,0.672,0.3834139,0.608,0.3645147,-30.998,1.775,0.002941,0.3475,0.8256,0.7474,1200,1000000.0,2026-09-18T19:23:15.422580
637,3,PP2,PP,5:3,6455.0,3873.0,180.0,0.0001,0.648,0.3871641,0.648,0.4074668,0.576,0.3792644,-31.4387,1.6662,0.003278,0.3317,0.839,0.7547,1200,1000000.0,2026-09-18T19:23:22.849431
638,3,PP2,PP,5:3,6455.0,3873.0,225.0,0.0001,0.6,0.383527,0.464,0.3668448,0.48,0.3604898,-18.5505,1.6196,0.002765,0.2797,0.8649,0.8057,1200,1000000.0,2026-09-18T19:23:30.249320
639,3,PP2,PP,5:3,6455.0,3873.0,270.0,0.0001,0.584,0.3913527,0.152,0.3483939,0.32,0.3601383,-30.4504,1.3992,0.006069,0.2777,0.9094,0.857,1200,1000000.0,2026-09-18T19:23:37.590177
640,3,PP2,PP,5:3,6455.0,3873.0,315.0,0.0001,0.632,0.3831407,0.656,0.3872862,0.592,0.3664583,-30.3699,1.7441,0.003528,0.3458,0.8251,0.7325,1200,1000000.0,2026-09-18T19:23:45.129519
641,3,PP8,PP,11:3,9574.3,2611.2,0.0,0.0001,0.576,0.3637281,0.152,0.1056719,0.312,0.2314511,-28.7184,1.5557,0.002672,0.3298,0.9245,0.8571,1200,1000000.0,2026-09-18T19:23:52.776565
642,3,PP8,PP,11:3,9574.3,2611.2,45.0,0.0001,0.64,0.3846404,0.64,0.3885823,0.584,0.3687589,-28.5564,1.7352,0.002449,0.2989,0.8366,0.7593,1200,1000000.0,2026-09-18T19:24:00.228699
643,3,PP8,PP,11:3,9574.3,2611.2,90.0,0.0001,0.576,0.3950464,0.152,0.3500934,0.312,0.3633129,-31.24,1.3872,0.004799,0.2609,0.9156,0.8676,1200,1000000.0,2026-09-18T19:24:07.612939
644,3,PP8,PP,11:3,9574.3,2611.2,135.0,0.0001,0.576,0.3951782,0.16,0.3500121,0.312,0.3633434,-31.0273,1.3871,0.00573,0.2542,0.9148,0.8653,1200,1000000.0,2026-09-18T19:24:15.100181
645,3,PP8,PP,11:3,9574.3,2611.2,180.0,0.0001,0.632,0.390068,0.64,0.3888806,0.584,0.3707458,-31.7785,1.7259,0.00223,0.283,0.8296,0.7488,1200,1000000.0,2026-09-18T19:24:22.866975
646,3,PP8,PP,11:3,9574.3,2611.2,225.0,0.0001,0.632,0.3910943,0.6720001,0.4016839,0.608,0.378798,-26.8719,1.7091,0.006664,0.3339,0.8388,0.7483,1200,1000000.0,2026-09-18T19:24:30.154364
647,3,PP8,PP,11:3,9574.3,2611.2,270.0,0.0001,0.576,0.3902112,0.152,0.3491976,0.312,0.3603815,-28.3834,1.3983,0.009662,0.257,0.914,0.8641,1200,1000000.0,2026-09-18T19:24:37.654449
648,3,PP8,PP,11:3,9574.3,2611.2,315.0,0.0001,0.576,0.3561224,0.152,0.05756672,0.312,0.2035164,-27.4318,1.6121,0.002834,0.3582,0.8487,0.6811,1200,1000000.0,2026-09-18T19:24:45.262749
649,3,CC3,CC,9:4,7500.0,3333.3,0.0,0.0001,0.584,0.3917553,0.152,0.3489574,0.32,0.3611935,-34.8172,1.3969,0.001325,0.272,0.9115,0.8593,1200,1000000.0,2026-09-18T19:24:53.706646
650,3,CC3,CC,9:4,7500.0,3333.3,45.0,0.0001,0.648,0.3927161,0.664,0.3969846,0.608,0.3766742,-34.901,1.723,0.000897,0.358,0.8341,0.7489,1200,1000000.0,2026-09-18T19:25:02.972501
651,3,CC3,CC,9:4,7500.0,3333.3,90.0,0.0001,0.576,0.3902071,0.152,0.348853,0.32,0.3599131,-34.6062,1.3983,0.001365,0.2624,0.912,0.8599,1200,1000000.0,2026-09-18T19:25:11.504798
652,3,CC3,CC,9:4,7500.0,3333.3,135.0,0.0001,0.576,0.3910133,0.248,0.3535475,0.352,0.3609083,-26.6743,1.4407,0.002095,0.2691,0.8971,0.8427,1200,1000000.0,2026-09-18T19:25:19.635026
653,3,CC3,CC,9:4,7500.0,3333.3,180.0,0.0001,0.648,0.391311,0.6720001,0.3956589,0.608,0.3751047,-34.995,1.7234,0.00091,0.3319,0.8333,0.7441,1200,1000000.0,2026-09-18T19:25:27.770195
654,3,CC3,CC,9:4,7500.0,3333.3,225.0,0.0001,0.648,0.3918254,0.68,0.3955759,0.6,0.375215,-34.9441,1.7238,0.000884,0.3423,0.8338,0.7452,1200,1000000.0,2026-09-18T19:25:35.666583
655,3,CC3,CC,9:4,7500.0,3333.3,270.0,0.0001,0.624,0.3914512,0.624,0.3869587,0.576,0.3712922,-15.7523,1.7233,0.001531,0.3396,0.8366,0.7185,1200,1000000.0,2026-09-18T19:25:43.748413
656,3,CC3,CC,9:4,7500.0,3333.3,315.0,0.0001,0.576,0.3918287,0.176,0.3501326,0.32,0.3608237,-33.7483,1.3982,0.001888,0.2712,0.9087,0.8561,1200,1000000.0,2026-09-18T19:25:51.973868
657,3,PP3,PP,7:5,5916.1,4225.8,0.0,0.0002,0.632,0.3927024,0.584,0.3787466,0.552,0.3696452,-16.0523,1.6657,0.006604,0.2814,0.8572,0.7821,1200,500000.0,2026-09-18T19:26:00.189613
658,3,PP3,PP,7:5,5916.1,4225.8,45.0,0.0002,0.592,0.3941928,0.152,0.3494768,0.32,0.3619496,-32.4322,1.3913,0.003465,0.2616,0.9133,0.8567,1200,500000.0,2026-09-18T19:26:08.321277
659,3,PP3,PP,7:5,5916.1,4225.8,90.0,0.0002,0.584,0.3904465,0.152,0.3492357,0.32,0.3599168,-32.7971,1.4017,0.002807,0.2635,0.9101,0.8545,1200,500000.0,2026-09-18T19:26:16.581676
660,3,PP3,PP,7:5,5916.1,4225.8,135.0,0.0002,0.592,0.3922027,0.344,0.3616311,0.408,0.3630343,-21.3667,1.5203,0.010119,0.2607,0.8763,0.8186,1200,500000.0,2026-09-18T19:26:24.560034
661,3,PP3,PP,7:5,5916.1,4225.8,180.0,0.0002,0.584,0.3536894,0.16,0.05827808,0.32,0.2019603,-26.4006,1.6227,0.003855,0.3611,0.8454,0.7157,1200,500000.0,2026-09-18T19:26:33.024104
662,3,PP3,PP,7:5,5916.1,4225.8,225.0,0.0002,0.664,0.3935125,0.68,0.3961225,0.608,0.3762023,-33.2264,1.7224,0.001345,0.3124,0.8331,0.7371,1200,500000.0,2026-09-18T19:26:41.580219
663,3,PP3,PP,7:5,5916.1,4225.8,270.0,0.0002,0.648,0.3956683,0.68,0.3960921,0.608,0.3771575,-31.5527,1.717,0.002577,0.3004,0.8321,0.7397,1200,500000.0,2026-09-18T19:26:49.946050
664,3,PP3,PP,7:5,5916.1,4225.8,315.0,0.0002,0.584,0.3911988,0.152,0.3488102,0.32,0.3601986,-31.5811,1.3997,0.004363,0.2631,0.9119,0.8558,1200,500000.0,2026-09-18T19:26:58.175324
665,3,CC7,CC,36:25,6000.0,4166.7,0.0,0.0002,0.584,0.3970726,0.16,0.3501118,0.32,0.3638825,-32.8935,1.3845,0.002374,0.2598,0.9146,0.8609,1200,500000.0,2026-09-18T19:27:06.324116
666,3,CC7,CC,36:25,6000.0,4166.7,45.0,0.0002,0.584,0.3922148,0.152,0.3497536,0.32,0.3613991,-29.5277,1.3943,0.008188,0.2607,0.913,0.8591,1200,500000.0,2026-09-18T19:27:14.435599
667,3,CC7,CC,36:25,6000.0,4166.7,90.0,0.0002,0.592,0.3914596,0.152,0.3493823,0.32,0.3608864,-29.4788,1.3965,0.008393,0.2614,0.9126,0.859,1200,500000.0,2026-09-18T19:27:22.819940
668,3,CC7,CC,36:25,6000.0,4166.7,135.0,0.0002,0.584,0.3881021,0.248,0.3556016,0.352,0.3590388,-24.9326,1.4491,0.009192,0.2733,0.8874,0.8323,1200,500000.0,2026-09-18T19:27:31.518564
669,3,CC7,CC,36:25,6000.0,4166.7,180.0,0.0002,0.656,0.3934516,0.664,0.3961354,0.608,0.3769953,-29.413,1.7172,0.004316,0.3166,0.8394,0.7535,1200,500000.0,2026-09-18T19:27:39.673789
670,3,CC7,CC,36:25,6000.0,4166.7,225.0,0.0002,0.576,0.389915,0.152,0.3489516,0.32,0.359511,-29.7426,1.4021,0.007528,0.2619,0.9109,0.8557,1200,500000.0,2026-09-18T19:27:48.241043
671,3,CC7,CC,36:25,6000.0,4166.7,270.0,0.0002,0.944,0.5665913,nan,nan,nan,nan,-10.6743,1.2573,0.013587,0.1718,0.9344,0.8984,1200,500000.0,2026-09-18T19:27:56.281525
672,3,CC7,CC,36:25,6000.0,4166.7,315.0,0.0002,0.592,0.3944554,0.248,0.3566713,0.352,0.3631769,-24.5563,1.4314,0.014735,0.2686,0.8925,0.8345,1200,500000.0,2026-09-18T19:28:04.700923
673,3,NC2,NC,9:6,6123.7,4082.5,0.0,0.0002,0.584,0.3873866,0.344,0.3608477,0.408,0.3601822,-21.3615,1.5314,0.005963,0.2597,0.8741,0.8177,1200,500000.0,2026-09-18T19:28:12.721477
674,3,NC2,NC,9:6,6123.7,4082.5,45.0,0.0002,0.584,0.3959825,0.152,0.3501524,0.32,0.3634647,-32.6111,1.3876,0.003266,0.2594,0.9142,0.8585,1200,500000.0,2026-09-18T19:28:21.010827
675,3,NC2,NC,9:6,6123.7,4082.5,90.0,0.0002,0.64,0.3969094,0.656,0.3934651,0.568,0.3771786,-31.6341,1.6121,0.002558,0.3125,0.8368,0.7582,1200,500000.0,2026-09-18T19:28:28.997789
676,3,NC2,NC,9:6,6123.7,4082.5,135.0,0.0002,0.648,0.3948808,0.6720001,0.396648,0.608,0.3769045,-30.7613,1.7177,0.003273,0.3149,0.831,0.7414,1200,500000.0,2026-09-18T19:28:37.166360
677,3,NC2,NC,9:6,6123.7,4082.5,180.0,0.0002,0.584,0.392294,0.152,0.3487774,0.32,0.3607276,-30.2287,1.397,0.006123,0.2657,0.9115,0.8562,1200,500000.0,2026-09-18T19:28:45.456571
678,3,NC2,NC,9:6,6123.7,4082.5,225.0,0.0002,0.584,0.3555563,0.152,0.05845274,0.32,0.2033119,-25.7684,1.6145,0.005017,0.3678,0.8536,0.7446,1200,500000.0,2026-09-18T19:28:54.031965
679,3,NC2,NC,9:6,6123.7,4082.5,270.0,0.0002,0.592,0.3955477,0.152,0.3496299,0.32,0.3631582,-32.3381,1.3887,0.003496,0.2578,0.9141,0.859,1200,500000.0,2026-09-18T19:29:02.515394
680,3,NC2,NC,9:6,6123.7,4082.5,315.0,0.0002,0.584,0.3500886,0.16,0.05760714,0.32,0.200075,-25.3855,1.6382,0.004968,0.3695,0.8463,0.7141,1200,500000.0,2026-09-18T19:29:11.262307
681,3,PP5,PP,13:11,5435.6,4599.3,0.0,0.0005,0.592,0.3911793,0.336,0.3678606,0.408,0.3636026,-19.7705,1.5179,0.023811,0.2593,0.8643,0.7984,1200,199999.99999999997,2026-09-18T19:29:19.513127
682,3,PP5,PP,13:11,5435.6,4599.3,45.0,0.0005,0.664,0.3918787,0.688,0.395924,0.608,0.374295,-24.6763,1.7308,0.004249,0.2489,0.8262,0.7218,1200,199999.99999999997,2026-09-18T19:29:27.345497
683,3,PP5,PP,13:11,5435.6,4599.3,90.0,0.0005,0.592,0.3538465,0.16,0.05934177,0.32,0.2020288,-21.5942,1.6229,0.007477,0.2596,0.8566,0.7695,1200,199999.99999999997,2026-09-18T19:29:35.866567
684,3,PP5,PP,13:11,5435.6,4599.3,135.0,0.0005,0.664,0.3938154,0.672,0.3946609,0.608,0.3748365,-24.48,1.7281,0.007408,0.2597,0.827,0.7255,1200,199999.99999999997,2026-09-18T19:29:44.398750
685,3,PP5,PP,13:11,5435.6,4599.3,180.0,0.0005,0.592,0.3933163,0.192,0.3512465,0.336,0.3614215,-26.2193,1.4164,0.009226,0.2498,0.9113,0.8576,1200,199999.99999999997,2026-09-18T19:29:52.625926
686,3,PP5,PP,13:11,5435.6,4599.3,225.0,0.0005,0.592,0.3956301,0.184,0.3506775,0.32,0.3625446,-27.5764,1.3907,0.003371,0.2147,0.9145,0.8563,1200,199999.99999999997,2026-09-18T19:30:00.736544
687,3,PP5,PP,13:11,5435.6,4599.3,270.0,0.0005,0.592,0.391739,0.16,0.349215,0.32,0.360376,-27.5743,1.3982,0.005261,0.1912,0.9135,0.8543,1200,199999.99999999997,2026-09-18T19:30:08.995343
688,3,PP5,PP,13:11,5435.6,4599.3,315.0,0.0005,0.592,0.3954712,0.152,0.3495247,0.32,0.3623323,-27.8059,1.3914,0.004457,0.1903,0.9159,0.8585,1200,199999.99999999997,2026-09-18T19:30:17.243367
689,3,PC1,PC,5:4,5590.2,4472.1,0.0,0.0005,0.584,0.3954712,0.152,0.34967,0.32,0.3625073,-0.2007,1.3904,0.00378,0.189,0.9156,0.8574,1200,199999.99999999997,2026-09-18T19:30:25.688615
690,3,PC1,PC,5:4,5590.2,4472.1,45.0,0.0005,0.584,0.3914192,0.152,0.3496571,0.32,0.3601777,-0.203,1.3995,0.003732,0.1912,0.9137,0.856,1200,199999.99999999997,2026-09-18T19:30:33.811882
691,3,PC1,PC,5:4,5590.2,4472.1,90.0,0.0005,0.664,0.3928393,0.68,0.3955406,0.608,0.3748311,-0.3933,1.7277,0.002746,0.2487,0.8267,0.7254,1200,199999.99999999997,2026-09-18T19:30:41.736095
692,3,PC1,PC,5:4,5590.2,4472.1,135.0,0.0005,0.592,0.3919299,0.176,0.349991,0.32,0.3601973,-0.2034,1.3993,0.005599,0.2184,0.9126,0.8553,1200,199999.99999999997,2026-09-18T19:30:50.180013
693,3,PC1,PC,5:4,5590.2,4472.1,180.0,0.0005,0.648,0.394072,0.68,0.3994526,0.608,0.3775596,-0.3948,1.7178,0.003715,0.2425,0.8319,0.7317,1200,199999.99999999997,2026-09-18T19:30:58.278111
694,3,PC1,PC,5:4,5590.2,4472.1,225.0,0.0005,0.584,0.3556136,0.16,0.05956543,0.32,0.2029528,-0.7622,1.6164,0.005106,0.2568,0.867,0.8122,1200,199999.99999999997,2026-09-18T19:31:06.394891
695,3,PC1,PC,5:4,5590.2,4472.1,270.0,0.0005,0.584,0.3914487,0.168,0.3493022,0.32,0.3600492,-0.2036,1.4,0.0034,0.1939,0.9136,0.8557,1200,199999.99999999997,2026-09-18T19:31:14.817988
696,3,PC1,PC,5:4,5590.2,4472.1,315.0,0.0005,0.592,0.3954602,0.168,0.350022,0.32,0.3625582,-0.2009,1.3902,0.002878,0.1893,0.9158,0.8584,1200,199999.99999999997,2026-09-18T19:31:22.839435
697,3,NC1,NC,4:2,7071.1,3535.5,0.0,0.0001,0.616,0.4027513,0.608,0.4110005,0.488,0.3898388,-32.0995,1.6608,0.002255,0.3957,0.8512,0.7002,1200,1000000.0,2026-09-18T19:31:31.192467
698,3,NC1,NC,4:2,7071.1,3535.5,45.0,0.0001,0.616,0.3995229,0.608,0.4095337,0.496,0.3871165,-28.4693,1.6724,0.004869,0.3832,0.8465,0.6982,1200,1000000.0,2026-09-18T19:31:39.674955
699,3,NC1,NC,4:2,7071.1,3535.5,90.0,0.0001,0.648,0.3937407,0.664,0.3922562,0.6,0.3746501,-34.9153,1.7301,0.001249,0.3478,0.8343,0.7278,1200,1000000.0,2026-09-18T19:31:47.994167
700,3,NC1,NC,4:2,7071.1,3535.5,135.0,0.0001,0.632,0.3832974,0.6,0.3865108,0.512,0.3667133,-32.1989,1.5068,0.001812,0.3278,0.8331,0.814,1200,1000000.0,2026-09-18T19:31:56.578357
701,3,NC1,NC,4:2,7071.1,3535.5,180.0,0.0001,0.584,0.3466591,0.152,0.05636147,0.32,0.1979299,-24.0081,1.6571,0.007472,0.4238,0.8398,0.6659,1200,1000000.0,2026-09-18T19:32:04.726189
702,3,NC1,NC,4:2,7071.1,3535.5,225.0,0.0001,0.584,0.4001079,0.2,0.3530867,0.336,0.3659911,-30.2509,1.399,0.004179,0.2707,0.9064,0.8545,1200,1000000.0,2026-09-18T19:32:13.233140
703,3,NC1,NC,4:2,7071.1,3535.5,270.0,0.0001,0.584,0.3828512,0.152,0.3478512,0.32,0.355454,-33.5227,1.4182,0.002746,0.2747,0.9066,0.8578,1200,1000000.0,2026-09-18T19:32:21.404633
704,3,NC1,NC,4:2,7071.1,3535.5,315.0,0.0001,0.576,0.3969795,0.152,0.350378,0.32,0.3644797,-30.1508,1.3827,0.006987,0.2679,0.9147,0.8657,1200,1000000.0,2026-09-18T19:32:29.835043
705,3,CC1,CC,9:8,5303.3,4714.0,0.0,0.0005,0.616,0.3934539,0.464,0.3831732,0.48,0.3681003,-16.5433,1.5859,0.0165,0.2389,0.8304,0.7467,1200,199999.99999999997,2026-09-18T19:32:38.108549
706,3,CC1,CC,9:8,5303.3,4714.0,45.0,0.0005,0.656,0.3934059,0.68,0.3974114,0.608,0.3772828,-25.5401,1.7178,0.002294,0.245,0.8423,0.7389,1200,199999.99999999997,2026-09-18T19:32:46.526682
707,3,CC1,CC,9:8,5303.3,4714.0,90.0,0.0005,0.664,0.3924043,0.688,0.3964131,0.608,0.3742036,-28.1492,1.7308,0.002411,0.2466,0.8209,0.719,1200,199999.99999999997,2026-09-18T19:32:55.260882
708,3,CC1,CC,9:8,5303.3,4714.0,135.0,0.0005,0.592,0.393974,0.152,0.3491797,0.32,0.3612826,-29.3398,1.3952,0.003303,0.1917,0.9136,0.8543,1200,199999.99999999997,2026-09-18T19:33:03.467094
709,3,CC1,CC,9:8,5303.3,4714.0,180.0,0.0005,0.592,0.3927189,0.152,0.3491471,0.32,0.3607797,-29.424,1.3964,0.003152,0.1981,0.9138,0.8554,1200,199999.99999999997,2026-09-18T19:33:11.921360
710,3,CC1,CC,9:8,5303.3,4714.0,225.0,0.0005,0.664,0.3945579,0.68,0.395732,0.608,0.3740306,-29.5466,1.7346,0.00169,0.2505,0.8132,0.7095,1200,199999.99999999997,2026-09-18T19:33:20.257738
711,3,CC1,CC,9:8,5303.3,4714.0,270.0,0.0005,0.664,0.392629,0.688,0.3966319,0.608,0.3750534,-27.0714,1.7276,0.002096,0.2509,0.8298,0.7304,1200,199999.99999999997,2026-09-18T19:33:28.088677
712,3,CC1,CC,9:8,5303.3,4714.0,315.0,0.0005,0.656,0.3933738,0.68,0.3981401,0.608,0.3762749,-26.674,1.7197,0.004395,0.2456,0.8308,0.7263,1200,199999.99999999997,2026-09-18T19:33:36.408654
713,3,PC2,PC,11:8,5863.0,4264.0,0.0,0.0002,0.584,0.3923844,0.152,0.349389,0.32,0.3611873,-33.2668,1.3945,0.002009,0.265,0.9123,0.8579,1200,500000.0,2026-09-18T19:33:44.876006
714,3,PC2,PC,11:8,5863.0,4264.0,45.0,0.0002,0.584,0.3927878,0.152,0.3492338,0.32,0.3613022,-33.5568,1.3931,0.001563,0.2686,0.9123,0.856,1200,500000.0,2026-09-18T19:33:52.709400
715,3,PC2,PC,11:8,5863.0,4264.0,90.0,0.0002,0.584,0.3919091,0.152,0.34947,0.32,0.3607222,-33.3993,1.3986,0.001819,0.2667,0.9111,0.8538,1200,500000.0,2026-09-18T19:34:00.501762
716,3,PC2,PC,11:8,5863.0,4264.0,135.0,0.0002,0.608,0.392358,0.464,0.3711094,0.48,0.3657917,-18.2292,1.5966,0.005028,0.2665,0.8619,0.7951,1200,500000.0,2026-09-18T19:34:08.808129
717,3,PC2,PC,11:8,5863.0,4264.0,180.0,0.0002,0.64,0.3926344,0.664,0.3791662,0.592,0.3702687,-30.7771,1.7303,0.001641,0.2911,0.8554,0.7712,1200,500000.0,2026-09-18T19:34:17.479321
718,3,PC2,PC,11:8,5863.0,4264.0,225.0,0.0002,0.648,0.3936938,0.664,0.3960266,0.608,0.3763789,-31.1293,1.7224,0.001169,0.277,0.8343,0.7353,1200,500000.0,2026-09-18T19:34:25.656721
719,3,PC2,PC,11:8,5863.0,4264.0,270.0,0.0002,0.648,0.3915636,0.648,0.377747,0.592,0.3682693,-29.8183,1.7403,0.002423,0.2835,0.8454,0.7666,1200,500000.0,2026-09-18T19:34:34.162250
720,3,PC2,PC,11:8,5863.0,4264.0,315.0,0.0002,0.592,0.3927123,0.176,0.3503384,0.32,0.3612885,-32.6599,1.3931,0.001657,0.2728,0.909,0.8554,1200,500000.0,2026-09-18T19:34:42.656196
721,4,PC5,PC,11:4,8291.6,3015.1,0.0,0.0001,0.584,0.3493866,0.152,0.05454832,0.32,0.1983265,-28.8937,1.6515,0.001882,0.3936,0.826,0.672,1200,1000000.0,2026-09-18T19:34:50.824918
722,4,PC5,PC,11:4,8291.6,3015.1,45.0,0.0001,0.64,0.3875728,0.664,0.3788086,0.608,0.365043,-31.9988,1.7717,0.002447,0.3613,0.8308,0.7399,1200,1000000.0,2026-09-18T19:34:59.340675
723,4,PC5,PC,11:4,8291.6,3015.1,90.0,0.0001,0.648,0.3875841,0.664,0.3768307,0.608,0.3640307,-32.7637,1.7768,0.00172,0.3283,0.8316,0.7509,1200,1000000.0,2026-09-18T19:35:07.987550
724,4,PC5,PC,11:4,8291.6,3015.1,135.0,0.0001,0.64,0.3925323,0.6720001,0.3933376,0.608,0.3750395,-28.6383,1.7284,0.004559,0.3555,0.839,0.7373,1200,1000000.0,2026-09-18T19:35:16.234030
725,4,PC5,PC,11:4,8291.6,3015.1,180.0,0.0001,0.648,0.3920227,0.68,0.4121184,0.608,0.3839658,-33.6576,1.6867,0.001881,0.3332,0.8384,0.7473,1200,1000000.0,2026-09-18T19:35:24.295699
726,4,PC5,PC,11:4,8291.6,3015.1,225.0,0.0001,0.576,0.391018,0.152,0.3486775,0.32,0.3603448,-34.3273,1.3986,0.002164,0.2662,0.9122,0.8594,1200,1000000.0,2026-09-18T19:35:32.471435
727,4,PC5,PC,11:4,8291.6,3015.1,270.0,0.0001,0.64,0.3961245,0.68,0.4146043,0.608,0.3877365,-34.7868,1.6736,0.001268,0.3149,0.8485,0.7661,1200,1000000.0,2026-09-18T19:35:41.120029
728,4,PC5,PC,11:4,8291.6,3015.1,315.0,0.0001,0.64,0.393856,0.648,0.3928982,0.592,0.3786371,-31.106,1.712,0.003425,0.2957,0.8677,0.8006,1200,1000000.0,2026-09-18T19:35:49.516021
729,4,CC2,CC,25:16,6250.0,4000.0,0.0,0.0002,0.584,0.3922356,0.152,0.3492839,0.32,0.3609379,-33.1571,1.3965,0.000753,0.2549,0.9122,0.856,1200,500000.0,2026-09-18T19:35:58.195062
730,4,CC2,CC,25:16,6250.0,4000.0,45.0,0.0002,0.584,0.3925421,0.16,0.3490219,0.32,0.3610221,-33.1777,1.3971,0.000654,0.2599,0.9126,0.858,1200,500000.0,2026-09-18T19:36:06.323816
731,4,CC2,CC,25:16,6250.0,4000.0,90.0,0.0002,0.584,0.3915347,0.152,0.3490335,0.32,0.3605639,-33.7731,1.396,0.000607,0.2467,0.9122,0.856,1200,500000.0,2026-09-18T19:36:14.976882
